CustomerID,Age,Gender,Annual_Income,Num_Website_Visits,Time_Spent_Minutes,Pages_Viewed,Items_Viewed,Cart_Additions,Previous_Purchases,Days_Since_Last_Visit,Discount_Sensitive,Device_Type,Browser,Season,Is_Weekend,Customer_Satisfaction,Purchase,Purchase_Amount
2742,32,Female,27048,12,44,25,24,14,0,37,1,Mobile,Firefox,Fall,1,5,1,445
2743,44,Male,42568,1,104,30,14,0,4,232,0,Tablet,Edge,Summer,0,3,1,46
2744,48,Male,117583,7,54,44,5,10,6,173,1,Tablet,Chrome,Fall,1,5,1,344
2745,32,Female,95019,14,119,43,22,2,4,251,0,Tablet,Firefox,Winter,0,2,1,397
2746,40,Male,37545,18,44,4,25,9,7,120,0,Mobile,Firefox,Summer,0,2,1,471
2747,41,Female,102949,1,106,13,1,1,0,342,0,Desktop,Edge,Fall,1,3,1,195
2748,61,Female,114449,10,41,40,13,5,8,333,0,Tablet,Edge,Fall,1,3,0,0
2749,30,Male,65217,15,95,39,4,9,1,14,0,Mobile,Edge,Summer,1,4,0,0
2750,39,Female,68122,11,73,23,21,3,7,274,1,Tablet,Firefox,Spring,1,2,0,0
2751,60,Male,145619,4,21,16,9,1,4,353,1,Mobile,Firefox,Fall,0,5,0,0
2752,54,Male,149832,15,66,35,16,1,9,135,0,Desktop,Safari,Spring,1,4,0,0
2753,50,Male,53746,16,106,16,28,5,6,188,0,Mobile,Firefox,Spring,0,1,0,0
2754,20,Female,28709,15,113,48,21,8,6,55,0,Tablet,Chrome,Summer,0,5,0,0
2755,36,Male,147873,17,45,7,21,5,0,290,0,Mobile,Firefox,Summer,0,1,0,0
2756,40,Female,45358,11,80,45,28,3,7,127,1,Desktop,Edge,Summer,0,4,1,368
2757,46,Female,134064,18,46,13,28,11,2,301,0,Tablet,Firefox,Fall,0,2,0,0
2758,47,Female,31023,16,35,29,19,14,3,259,1,Tablet,Edge,Winter,1,2,1,381
2759,56,Male,115387,15,37,39,24,8,2,332,0,Desktop,Firefox,Spring,0,1,0,0
2760,61,Female,48756,11,47,20,14,1,1,100,0,Mobile,Safari,Winter,0,2,0,0
2761,64,Female,83175,13,97,29,23,5,6,309,1,Desktop,Firefox,Fall,1,3,0,0
2762,42,Male,74281,18,106,18,24,6,9,159,0,Desktop,Firefox,Spring,0,4,0,0
2763,54,Male,69289,8,71,22,20,12,4,23,0,Desktop,Chrome,Spring,1,5,0,0
2764,64,Female,78097,9,42,36,8,2,6,200,1,Mobile,Safari,Winter,0,4,0,0
2765,25,Female,96681,11,45,41,10,3,0,65,0,Tablet,Edge,Summer,0,1,0,0
2766,59,Male,106728,17,67,48,20,6,9,183,0,Desktop,Chrome,Spring,1,1,1,141
2767,33,Female,67259,1,44,36,1,8,1,227,1,Mobile,Firefox,Fall,0,2,0,0
2768,25,Female,38839,11,34,8,20,14,5,111,0,Tablet,Chrome,Summer,0,1,1,408
2769,18,Female,47410,7,51,3,5,4,5,79,1,Mobile,Edge,Winter,0,5,0,0
2770,61,Female,125696,8,26,29,26,10,2,245,0,Desktop,Edge,Spring,1,4,0,0
2771,22,Male,143459,19,106,9,15,12,9,92,1,Desktop,Chrome,Summer,0,5,1,361
2772,20,Female,31447,4,100,8,8,1,0,140,0,Mobile,Safari,Spring,0,4,1,296
2773,18,Male,137954,4,59,30,28,7,2,1,0,Mobile,Edge,Fall,0,2,0,0
2774,21,Female,106569,19,47,12,10,8,3,267,1,Desktop,Safari,Summer,1,1,1,372
2775,57,Male,126891,9,65,46,6,10,0,51,0,Mobile,Edge,Summer,0,4,0,0
2776,52,Female,95665,17,78,28,15,10,6,229,1,Desktop,Safari,Summer,0,3,1,33
2777,49,Male,115894,18,36,42,15,1,2,45,0,Mobile,Edge,Winter,0,3,1,314
2778,59,Female,33907,1,111,49,27,9,7,99,0,Tablet,Chrome,Spring,0,3,0,0
2779,51,Male,41637,14,8,43,10,9,6,72,0,Mobile,Safari,Summer,1,3,1,357
2780,60,Female,58196,4,97,10,21,0,5,287,1,Tablet,Chrome,Winter,1,5,0,0
2781,42,Female,42369,10,49,13,19,3,7,85,1,Mobile,Chrome,Fall,1,1,1,294
2782,27,Male,115017,14,76,2,4,12,8,181,0,Mobile,Edge,Summer,0,4,0,0
2783,38,Male,117217,7,24,1,22,0,1,323,1,Tablet,Firefox,Summer,0,3,0,0
2784,63,Male,22589,12,115,22,6,0,9,217,0,Desktop,Chrome,Fall,1,3,1,99
2785,56,Male,43560,16,75,33,15,4,8,297,1,Tablet,Firefox,Fall,1,4,0,0
2786,44,Male,23034,5,69,16,6,6,9,156,0,Mobile,Edge,Fall,0,2,0,0
2787,44,Female,20169,11,64,42,18,2,4,348,0,Desktop,Chrome,Winter,0,5,1,215
2788,19,Male,112449,4,93,29,11,6,0,328,0,Desktop,Firefox,Winter,0,5,0,0
2789,58,Male,23239,13,30,10,12,4,0,65,0,Mobile,Safari,Fall,0,1,0,0
2790,30,Female,23415,8,77,39,8,9,6,143,1,Tablet,Firefox,Spring,1,3,1,114
2791,26,Male,105488,7,27,7,24,10,5,360,1,Desktop,Chrome,Winter,0,1,0,0
2792,53,Male,96944,11,44,1,22,7,9,342,1,Tablet,Firefox,Summer,0,1,1,361
2793,39,Male,23484,11,6,26,14,6,8,231,0,Desktop,Edge,Fall,0,1,0,0
2794,59,Female,73987,17,30,45,4,0,0,20,1,Mobile,Firefox,Winter,1,1,0,0
2795,43,Male,38225,14,82,5,18,12,9,333,0,Desktop,Safari,Winter,0,4,1,388
2796,29,Female,100459,2,66,35,6,0,9,192,1,Mobile,Firefox,Fall,0,4,1,214
2797,34,Female,141566,8,48,13,6,6,9,346,0,Mobile,Safari,Summer,0,4,0,0
2798,31,Male,81104,2,35,27,26,5,9,295,0,Mobile,Firefox,Summer,0,1,1,314
2799,31,Female,40936,15,30,12,19,8,6,135,1,Desktop,Edge,Fall,0,3,0,0
2800,51,Male,59612,5,117,30,2,7,7,203,0,Tablet,Edge,Spring,1,5,1,464
2801,37,Male,104946,6,87,32,4,12,9,159,1,Tablet,Firefox,Summer,0,3,1,134
2802,28,Male,115533,17,106,31,24,13,3,162,0,Desktop,Chrome,Fall,0,1,0,0
2803,33,Male,140877,8,9,5,5,5,0,203,1,Tablet,Chrome,Winter,1,2,0,0
2804,48,Male,122269,19,74,37,15,5,2,88,0,Tablet,Safari,Fall,0,4,0,0
2805,23,Female,59952,5,39,2,3,8,1,345,0,Tablet,Safari,Fall,0,3,0,0
2806,36,Female,78945,19,20,38,29,11,2,51,0,Mobile,Chrome,Fall,0,4,0,0
2807,54,Female,107399,14,35,7,16,3,5,184,1,Desktop,Safari,Winter,0,3,1,468
2808,21,Female,25380,10,86,1,13,8,9,353,0,Desktop,Chrome,Summer,1,2,0,0
2809,64,Male,70298,13,18,3,12,10,2,285,0,Mobile,Firefox,Spring,0,3,1,272
2810,21,Male,106246,5,29,20,21,10,9,250,1,Desktop,Safari,Spring,0,4,1,285
2811,37,Female,100821,7,83,2,9,7,3,319,0,Mobile,Firefox,Fall,0,2,0,0
2812,27,Male,47260,10,94,42,11,2,0,213,1,Tablet,Chrome,Summer,0,4,1,139
2813,41,Female,52879,11,104,43,8,10,5,289,0,Mobile,Safari,Winter,0,5,0,0
2814,52,Female,36143,3,79,21,28,3,1,301,0,Mobile,Safari,Summer,1,1,1,448
2815,43,Female,69744,13,105,45,26,6,3,6,0,Tablet,Safari,Winter,0,5,1,315
2816,54,Female,92949,2,109,32,7,2,4,37,1,Desktop,Safari,Winter,0,1,0,0
2817,55,Male,51578,4,105,48,4,12,4,181,0,Tablet,Firefox,Winter,0,1,1,333
2818,38,Male,100262,3,75,20,2,2,3,258,1,Mobile,Safari,Fall,0,5,1,164
2819,57,Female,77331,15,22,43,28,7,2,106,1,Desktop,Safari,Summer,0,2,0,0
2820,56,Female,112551,4,54,31,25,4,3,222,1,Mobile,Edge,Winter,0,1,0,0
2821,38,Female,83815,4,24,43,19,11,2,313,1,Desktop,Safari,Summer,1,3,1,266
2822,27,Female,135926,15,60,33,22,4,2,348,1,Tablet,Safari,Summer,0,5,1,190
2823,55,Female,91519,6,6,24,29,7,3,352,0,Desktop,Edge,Spring,0,3,0,0
2824,63,Male,39178,5,30,18,23,5,8,117,0,Tablet,Chrome,Spring,0,2,1,49
2825,21,Female,112526,12,27,20,12,4,8,179,0,Desktop,Firefox,Spring,0,2,0,0
2826,62,Female,95857,7,36,32,3,0,7,91,1,Mobile,Chrome,Fall,0,5,0,0
2827,37,Male,80197,3,17,5,19,4,3,150,1,Desktop,Edge,Summer,0,3,0,0
2828,34,Male,129365,7,17,2,3,7,1,335,1,Desktop,Edge,Summer,0,4,0,0
2829,24,Male,148075,12,21,26,19,13,8,171,0,Tablet,Firefox,Summer,0,1,0,0
2830,21,Male,56366,15,93,25,19,8,5,294,0,Tablet,Safari,Fall,1,4,1,156
2831,46,Male,72955,19,62,22,7,5,7,192,1,Desktop,Safari,Spring,0,4,1,313
2832,31,Male,119830,6,90,39,29,10,3,37,0,Mobile,Chrome,Winter,1,5,0,0
2833,20,Male,126213,8,31,22,14,12,7,100,1,Desktop,Edge,Fall,1,4,0,0
2834,41,Male,120273,6,21,11,21,14,5,294,0,Desktop,Firefox,Winter,0,4,1,386
2835,54,Male,61911,3,94,11,4,12,5,327,0,Mobile,Edge,Spring,0,1,1,106
2836,33,Female,103422,5,42,45,6,9,5,31,1,Tablet,Safari,Spring,0,2,0,0
2837,21,Male,73619,9,18,4,14,2,8,300,0,Desktop,Edge,Winter,0,1,0,0
2838,41,Female,64296,16,18,33,8,7,0,94,1,Desktop,Firefox,Spring,0,1,1,188
2839,51,Female,42791,16,16,18,18,12,0,270,0,Desktop,Edge,Fall,0,5,0,0
2840,47,Female,28301,9,73,31,28,4,4,98,0,Tablet,Firefox,Summer,0,2,0,0
2841,35,Female,146866,18,105,44,15,1,0,52,1,Mobile,Firefox,Summer,0,3,1,218
2842,36,Female,120658,13,72,28,19,0,9,343,1,Mobile,Firefox,Spring,1,3,0,0
2843,48,Female,123623,11,59,42,18,10,8,298,1,Mobile,Chrome,Summer,0,4,1,29
2844,36,Female,118529,10,67,22,15,7,3,350,1,Desktop,Safari,Fall,1,5,1,81
2845,63,Female,132824,10,33,40,23,1,1,7,1,Tablet,Safari,Summer,0,2,0,0
2846,36,Male,55779,6,93,3,12,10,2,246,1,Mobile,Safari,Summer,1,5,1,431
2847,39,Female,56894,16,49,7,18,2,8,18,0,Desktop,Firefox,Fall,0,2,0,0
2848,41,Female,118917,12,8,20,5,8,7,185,0,Desktop,Firefox,Fall,1,2,0,0
2849,62,Female,99618,4,118,43,27,0,2,230,0,Desktop,Edge,Winter,0,1,0,0
2850,29,Female,69250,5,20,7,15,7,7,202,1,Mobile,Firefox,Spring,0,2,0,0
2851,47,Male,90994,2,118,7,26,11,3,44,0,Tablet,Firefox,Fall,0,2,0,0
2852,55,Female,61770,19,70,29,9,1,5,98,0,Tablet,Chrome,Summer,0,3,1,268
2853,48,Male,42300,1,27,26,8,7,3,63,0,Desktop,Firefox,Fall,0,4,0,0
2854,53,Male,138025,4,72,41,8,13,4,160,0,Desktop,Firefox,Fall,0,3,1,238
2855,36,Female,88235,12,24,3,3,1,9,351,1,Desktop,Firefox,Spring,1,1,0,0
2856,62,Female,49485,2,21,43,13,6,8,143,1,Desktop,Firefox,Fall,0,1,0,0
2857,53,Male,140605,12,56,17,13,2,1,2,1,Desktop,Edge,Summer,0,5,1,245
2858,47,Female,60285,16,10,40,12,3,8,151,1,Tablet,Chrome,Fall,0,1,0,0
2859,50,Female,86555,2,86,20,15,11,2,23,0,Tablet,Firefox,Winter,0,4,1,57
2860,35,Male,137713,17,88,34,14,14,4,227,1,Mobile,Safari,Fall,1,2,0,0
2861,45,Male,52471,2,43,33,1,10,6,347,0,Desktop,Firefox,Summer,0,3,0,0
2862,64,Female,68671,4,113,16,2,0,1,282,1,Tablet,Chrome,Fall,0,5,1,23
2863,28,Female,138216,6,109,23,23,11,3,241,0,Tablet,Firefox,Winter,0,1,0,0
2864,62,Female,40270,7,38,4,4,9,0,141,0,Mobile,Safari,Summer,0,1,1,28
2865,50,Male,108151,15,108,41,13,0,2,168,0,Mobile,Edge,Winter,0,4,1,26
2866,34,Female,139870,12,114,40,10,12,5,116,1,Tablet,Firefox,Summer,0,3,1,430
2867,23,Male,147897,5,58,33,21,11,1,10,0,Mobile,Chrome,Fall,0,5,1,223
2868,21,Male,33698,14,92,8,13,10,7,167,0,Tablet,Firefox,Summer,1,3,0,0
2869,37,Female,134454,16,86,5,1,9,6,90,0,Mobile,Chrome,Fall,1,3,1,158
2870,64,Male,123882,11,98,33,11,14,2,338,0,Tablet,Firefox,Winter,0,5,0,0
2871,44,Female,92265,12,69,25,18,11,0,355,1,Tablet,Firefox,Summer,0,1,1,112
2872,32,Female,59729,19,91,7,9,10,9,111,0,Tablet,Edge,Fall,1,4,1,21
2873,23,Male,31171,17,33,47,6,7,3,180,0,Desktop,Edge,Summer,0,4,0,0
2874,64,Female,99483,7,45,7,23,7,3,184,0,Desktop,Firefox,Fall,0,4,1,192
2875,31,Male,80684,9,109,33,13,1,4,264,0,Tablet,Chrome,Summer,0,5,0,0
2876,28,Male,75165,14,67,41,5,3,2,181,0,Mobile,Safari,Fall,0,3,0,0
2877,56,Female,69948,12,36,33,25,1,1,13,0,Desktop,Edge,Fall,0,4,1,215
2878,26,Female,54725,15,70,29,10,12,1,174,1,Desktop,Firefox,Winter,1,4,0,0
2879,43,Female,39450,12,116,44,5,14,7,86,1,Desktop,Chrome,Fall,0,3,1,263
2880,33,Female,33300,13,104,39,22,7,6,36,0,Desktop,Firefox,Spring,0,1,1,307
2881,22,Male,145900,9,49,41,10,6,0,171,1,Mobile,Firefox,Summer,0,1,1,275
2882,27,Male,104600,7,21,32,25,6,8,94,0,Mobile,Edge,Summer,1,4,0,0
2883,20,Male,24441,1,47,37,5,9,2,63,0,Desktop,Chrome,Winter,1,3,1,247
2884,30,Female,131315,10,70,44,20,14,2,68,1,Desktop,Firefox,Spring,0,1,1,381
2885,60,Male,39332,6,72,29,28,14,0,141,0,Mobile,Edge,Fall,0,2,0,0
2886,47,Male,40115,15,112,22,21,2,3,134,1,Mobile,Chrome,Summer,0,2,0,0
2887,62,Female,119405,15,38,2,11,11,9,146,0,Mobile,Chrome,Summer,0,5,1,403
2888,23,Female,107404,9,5,9,29,10,1,264,0,Tablet,Firefox,Fall,0,5,0,0
2889,34,Female,61997,13,27,29,5,4,2,169,0,Mobile,Firefox,Spring,0,4,0,0
2890,62,Male,106151,1,10,33,5,13,0,317,1,Desktop,Chrome,Summer,0,3,1,397
2891,36,Female,33615,9,20,10,17,0,2,213,0,Mobile,Chrome,Spring,0,5,0,0
2892,59,Male,34732,3,6,28,21,9,3,56,1,Desktop,Edge,Winter,0,3,0,0
2893,52,Male,45367,9,114,46,5,10,5,122,1,Tablet,Safari,Winter,1,2,1,469
2894,63,Male,130670,15,80,46,1,13,2,352,0,Desktop,Chrome,Spring,1,3,0,0
2895,43,Male,62738,7,31,39,13,3,5,234,1,Mobile,Firefox,Winter,0,4,0,0
2896,22,Male,131296,4,23,12,4,3,1,361,1,Tablet,Chrome,Spring,0,1,0,0
2897,46,Female,20981,17,32,22,8,0,7,160,0,Tablet,Firefox,Fall,1,5,0,0
2898,54,Male,82881,4,39,6,20,11,4,123,0,Mobile,Safari,Summer,0,3,0,0
2899,37,Female,78609,19,119,45,23,6,0,22,1,Tablet,Chrome,Winter,0,4,1,174
2900,38,Male,107090,5,111,40,6,4,5,218,0,Desktop,Firefox,Spring,0,3,0,0
2901,27,Male,110855,16,72,23,15,0,2,41,0,Mobile,Firefox,Spring,1,4,0,0
2902,22,Female,101666,3,53,34,15,4,3,45,1,Tablet,Firefox,Spring,0,4,1,28
2903,53,Male,104351,11,117,42,21,7,9,261,1,Desktop,Edge,Summer,0,5,1,306
2904,23,Male,28566,15,11,38,16,9,7,12,0,Desktop,Firefox,Summer,0,1,1,78
2905,43,Female,111865,19,41,16,9,7,7,233,0,Tablet,Safari,Summer,0,3,0,0
2906,21,Female,91885,14,119,10,29,12,7,233,1,Mobile,Firefox,Winter,0,2,1,295
2907,56,Male,138585,16,29,47,24,1,4,288,1,Desktop,Chrome,Summer,0,5,1,164
2908,56,Male,30728,6,119,21,5,12,0,274,1,Tablet,Safari,Spring,0,5,0,0
2909,52,Male,125852,5,45,10,26,0,8,202,0,Mobile,Firefox,Summer,1,5,0,0
2910,18,Female,103911,17,85,11,23,1,8,320,1,Mobile,Safari,Winter,1,3,0,0
2911,41,Male,137616,16,66,21,16,5,7,87,0,Desktop,Chrome,Summer,1,5,1,152
2912,53,Female,107350,2,45,25,27,12,2,181,0,Mobile,Safari,Spring,0,5,1,158
2913,23,Female,56214,11,18,34,25,4,5,170,1,Desktop,Edge,Fall,0,5,0,0
2914,58,Male,141463,4,105,31,7,3,6,229,0,Mobile,Edge,Winter,0,5,1,249
2915,63,Female,77935,6,58,27,3,7,3,82,1,Desktop,Safari,Spring,0,1,1,295
2916,61,Male,107081,7,6,25,10,14,9,350,0,Tablet,Firefox,Summer,0,3,1,142
2917,48,Male,65588,17,92,42,27,4,6,211,0,Mobile,Firefox,Winter,1,4,0,0
2918,37,Female,38953,8,83,32,16,3,8,166,0,Desktop,Firefox,Winter,1,2,1,417
2919,41,Female,88408,1,52,44,21,12,5,28,0,Mobile,Firefox,Spring,0,4,1,301
2920,42,Female,94904,15,55,11,12,10,1,22,0,Tablet,Chrome,Winter,0,5,0,0
2921,53,Female,54103,12,101,47,9,7,5,302,0,Mobile,Chrome,Winter,0,3,1,442
2922,38,Female,90949,15,59,26,16,11,2,294,1,Tablet,Edge,Fall,0,2,0,0
2923,47,Female,114805,15,16,36,9,0,6,32,0,Mobile,Safari,Winter,0,4,1,386
2924,41,Male,69264,9,87,37,24,8,2,311,0,Mobile,Chrome,Fall,1,3,0,0
2925,61,Male,40156,16,115,33,29,1,7,345,1,Tablet,Edge,Spring,0,5,1,229
2926,59,Male,33423,2,73,33,22,13,4,137,0,Tablet,Firefox,Summer,1,5,1,33
2927,47,Female,58062,15,5,42,23,13,2,293,0,Desktop,Edge,Spring,0,5,0,0
2928,39,Female,62805,15,111,36,7,7,0,65,0,Desktop,Chrome,Fall,0,2,0,0
2929,45,Female,148301,7,63,13,11,8,4,349,1,Tablet,Safari,Summer,0,2,1,144
2930,24,Male,21987,13,77,14,17,9,9,79,0,Mobile,Chrome,Summer,0,5,1,83
2931,52,Male,82979,17,107,37,24,7,9,316,0,Tablet,Safari,Winter,0,2,1,324
2932,45,Female,57597,11,38,43,22,8,2,255,1,Desktop,Safari,Winter,1,4,0,0
2933,31,Female,103905,10,97,40,23,3,3,341,1,Desktop,Firefox,Summer,1,1,0,0
2934,27,Female,47868,1,117,1,10,10,9,63,1,Mobile,Safari,Summer,0,3,1,42
2935,33,Female,96970,14,116,5,15,1,3,76,1,Desktop,Safari,Winter,0,1,0,0
2936,33,Male,83805,5,116,30,10,2,2,282,0,Mobile,Firefox,Fall,0,1,0,0
2937,48,Male,139779,8,50,18,27,12,5,301,0,Tablet,Edge,Summer,0,3,0,0
2938,59,Male,100084,1,63,45,2,7,5,351,0,Mobile,Safari,Summer,0,4,1,240
2939,42,Female,36636,7,70,37,16,4,0,35,1,Desktop,Chrome,Summer,0,2,1,350
2940,30,Male,77467,2,23,39,7,10,3,78,0,Desktop,Chrome,Summer,1,1,1,230
2941,23,Female,117919,7,32,12,24,3,0,263,1,Desktop,Edge,Summer,0,1,0,0
2942,61,Female,127732,7,103,34,28,2,6,53,0,Desktop,Edge,Winter,0,4,1,67
2943,26,Female,37007,9,44,45,21,10,6,297,0,Mobile,Chrome,Fall,1,4,1,457
2944,62,Male,121460,4,61,14,15,2,5,4,0,Mobile,Safari,Winter,0,5,0,0
2945,53,Male,115747,7,55,38,17,9,1,2,1,Mobile,Safari,Spring,1,5,0,0
2946,60,Female,96864,18,116,16,22,14,3,291,0,Mobile,Firefox,Summer,1,4,0,0
2947,37,Male,23389,13,26,42,13,9,2,361,1,Tablet,Edge,Spring,1,1,0,0
2948,35,Female,138105,11,72,11,19,6,7,141,0,Mobile,Safari,Spring,0,3,0,0
2949,60,Female,144535,9,12,33,21,10,1,115,0,Mobile,Edge,Winter,1,1,0,0
2950,38,Female,29458,14,64,15,25,13,9,115,0,Mobile,Safari,Fall,0,5,1,254
2951,21,Male,88481,8,69,48,23,11,1,263,1,Desktop,Edge,Summer,1,1,1,58
2952,50,Male,94888,14,40,42,8,7,0,124,1,Mobile,Chrome,Spring,0,2,1,436
2953,44,Female,96022,17,75,10,22,12,8,250,1,Tablet,Chrome,Spring,0,2,1,468
2954,24,Male,61400,14,93,3,9,4,2,295,1,Mobile,Safari,Spring,1,2,1,28
2955,23,Male,87628,5,33,11,19,7,7,91,0,Tablet,Firefox,Winter,0,4,1,319
2956,32,Male,71857,10,69,11,17,12,6,49,1,Desktop,Edge,Fall,0,1,0,0
2957,35,Male,84367,6,60,16,10,8,0,273,1,Desktop,Chrome,Summer,1,3,1,80
2958,49,Female,56527,10,86,38,14,3,5,153,1,Mobile,Edge,Summer,1,5,0,0
2959,28,Male,90648,11,8,30,29,1,7,222,0,Tablet,Safari,Winter,0,4,0,0
2960,37,Female,36937,6,88,41,28,4,5,142,0,Desktop,Firefox,Fall,0,4,1,272
2961,41,Female,57672,10,114,1,28,1,8,221,1,Tablet,Firefox,Summer,0,2,0,0
2962,32,Male,131562,14,76,38,12,9,9,261,1,Desktop,Safari,Winter,1,2,1,277
2963,24,Female,21112,3,95,45,27,1,2,199,1,Desktop,Chrome,Summer,1,2,1,152
2964,38,Female,55545,7,54,34,20,5,5,83,0,Tablet,Firefox,Spring,0,5,1,182
2965,59,Male,117276,2,43,19,24,9,9,213,0,Tablet,Firefox,Summer,0,2,1,89
2966,43,Female,109017,7,39,34,22,10,3,307,0,Mobile,Firefox,Spring,0,4,1,129
2967,61,Female,68355,17,29,36,7,9,9,213,0,Desktop,Edge,Fall,0,2,1,211
2968,31,Male,95561,13,82,4,29,0,2,273,1,Tablet,Edge,Fall,0,4,1,180
2969,54,Male,54082,9,48,10,9,1,7,126,0,Mobile,Chrome,Summer,0,1,0,0
2970,38,Male,138181,13,51,17,18,4,6,61,0,Tablet,Safari,Spring,0,5,0,0
2971,35,Male,80482,15,44,16,7,9,6,347,1,Desktop,Edge,Fall,0,1,0,0
2972,22,Male,99098,13,35,21,28,4,4,31,1,Tablet,Firefox,Summer,1,1,0,0
2973,20,Female,31304,17,73,28,4,9,0,15,0,Mobile,Chrome,Spring,1,3,0,0
2974,40,Female,142978,8,85,8,23,11,5,360,0,Tablet,Edge,Fall,0,3,0,0
2975,43,Male,76625,9,78,29,8,2,5,40,0,Tablet,Chrome,Fall,0,2,1,22
2976,54,Male,92551,9,47,6,28,4,2,321,1,Tablet,Firefox,Summer,1,2,1,94
2977,41,Female,64885,8,59,30,18,8,4,276,1,Tablet,Chrome,Winter,0,4,1,99
2978,36,Male,144359,16,20,2,29,1,8,233,0,Mobile,Firefox,Fall,0,4,1,281
2979,42,Male,91246,7,116,47,15,12,6,321,0,Desktop,Chrome,Summer,1,5,1,138
2980,38,Female,32588,17,72,31,7,5,7,288,1,Desktop,Safari,Spring,0,1,0,0
2981,29,Female,135910,7,73,25,8,14,8,240,0,Desktop,Chrome,Fall,0,1,1,491
2982,58,Female,148658,6,46,23,28,7,5,150,0,Mobile,Safari,Fall,0,5,0,0
2983,50,Male,40967,5,114,43,1,2,4,62,1,Mobile,Safari,Winter,0,2,1,396
2984,21,Female,107440,17,45,21,11,13,9,221,0,Tablet,Firefox,Fall,0,2,0,0
2985,59,Male,44256,8,54,16,10,1,4,251,1,Desktop,Chrome,Fall,0,2,0,0
2986,24,Female,78348,1,88,4,5,10,4,11,0,Desktop,Edge,Winter,0,2,1,157
2987,39,Male,45052,16,10,43,25,0,3,38,1,Desktop,Safari,Spring,0,4,1,363
2988,50,Male,148121,17,79,46,2,12,1,65,1,Mobile,Firefox,Winter,0,2,1,100
2989,34,Male,100972,3,57,8,22,0,6,191,0,Tablet,Edge,Fall,0,2,0,0
2990,41,Female,107351,13,21,6,2,10,6,38,0,Tablet,Chrome,Spring,1,1,0,0
2991,51,Female,78479,8,109,27,19,3,7,255,0,Desktop,Safari,Winter,1,3,0,0
2992,45,Female,100732,16,61,36,16,11,7,269,1,Mobile,Chrome,Summer,1,5,0,0
2993,60,Male,80200,7,71,36,11,5,7,244,0,Mobile,Chrome,Spring,0,5,1,296
2994,58,Female,103625,15,20,24,14,6,8,280,0,Tablet,Edge,Winter,0,5,1,79
2995,56,Female,135205,2,56,6,22,12,5,292,0,Tablet,Firefox,Winter,1,3,1,298
2996,39,Male,103140,2,104,43,5,7,3,148,0,Mobile,Firefox,Spring,1,4,0,0
2997,34,Male,22506,10,94,33,4,7,1,43,0,Mobile,Edge,Spring,1,5,0,0
2998,51,Female,118120,5,92,2,23,9,4,109,1,Mobile,Firefox,Spring,0,5,0,0
2999,23,Female,40709,4,115,41,19,13,5,99,1,Tablet,Chrome,Fall,0,5,1,30
3000,63,Female,78535,15,38,16,29,0,6,43,0,Tablet,Edge,Fall,0,5,0,0
3001,23,Male,64840,13,88,38,10,11,5,340,1,Tablet,Safari,Winter,0,4,0,0
3002,51,Female,134440,17,85,9,23,7,3,104,0,Desktop,Edge,Winter,0,2,0,0
3003,18,Male,132647,1,119,5,28,11,3,193,1,Mobile,Edge,Summer,0,4,0,0
3004,27,Male,80587,18,24,10,9,9,6,115,1,Desktop,Edge,Spring,0,4,1,408
3005,38,Female,79321,15,84,30,18,0,0,46,1,Mobile,Chrome,Summer,1,1,0,0
3006,22,Female,123783,14,60,7,5,2,2,62,1,Mobile,Edge,Spring,0,4,1,145
3007,19,Male,63202,9,55,29,17,13,9,114,1,Desktop,Chrome,Winter,1,1,1,471
3008,39,Male,76588,12,57,2,23,11,1,198,1,Tablet,Firefox,Fall,0,4,1,29
3009,19,Female,23090,5,53,20,18,4,1,252,1,Desktop,Chrome,Spring,0,3,0,0
3010,27,Female,124801,2,8,4,27,12,6,105,0,Mobile,Safari,Fall,0,1,0,0
3011,51,Female,79231,7,22,28,21,10,4,29,0,Tablet,Firefox,Summer,1,3,0,0
3012,33,Male,41552,9,40,8,1,9,2,169,0,Desktop,Edge,Summer,0,4,0,0
3013,56,Male,114671,18,39,35,14,9,8,15,0,Tablet,Chrome,Fall,1,3,1,175
3014,39,Female,100227,4,34,2,27,13,8,122,1,Desktop,Safari,Winter,1,4,1,59
3015,29,Male,125297,2,67,41,14,11,2,357,1,Desktop,Edge,Summer,0,1,0,0
3016,41,Male,53741,1,86,28,14,7,1,19,1,Tablet,Chrome,Fall,0,3,1,16
3017,64,Female,41661,12,25,11,1,7,2,337,1,Tablet,Firefox,Summer,0,4,0,0
3018,57,Male,61025,13,56,36,4,5,8,96,0,Tablet,Chrome,Winter,0,2,1,469
3019,55,Female,26092,14,100,9,23,3,7,284,1,Tablet,Safari,Summer,1,2,1,450
3020,27,Female,55674,5,73,38,7,3,2,186,0,Desktop,Chrome,Winter,1,4,0,0
3021,52,Male,20570,3,45,1,24,7,3,53,1,Tablet,Safari,Winter,1,1,1,474
3022,49,Male,32084,4,58,27,12,10,4,298,1,Desktop,Chrome,Summer,1,5,0,0
3023,24,Female,85843,17,91,3,13,2,3,329,1,Tablet,Safari,Fall,1,3,0,0
3024,38,Male,80752,19,34,39,25,7,1,91,1,Desktop,Chrome,Winter,1,5,0,0
3025,37,Female,89278,11,95,9,15,3,8,19,0,Desktop,Chrome,Spring,1,3,1,415
3026,43,Male,127278,8,60,40,20,9,1,77,0,Desktop,Chrome,Winter,0,3,0,0
